datetime,time,value,date,day_of_week
2023-01-01 00:00:00,00:00:00,2377.87,2023-01-01,7
2023-01-01 01:00:00,01:00:00,2076.19,2023-01-01,7
2023-01-01 02:00:00,02:00:00,1902.06,2023-01-01,7
2023-01-01 03:00:00,03:00:00,1818.44,2023-01-01,7
2023-01-01 04:00:00,04:00:00,1813.98,2023-01-01,7
2023-01-01 05:00:00,05:00:00,1957.89,2023-01-01,7
2023-01-01 06:00:00,06:00:00,2356.66,2023-01-01,7
2023-01-01 07:00:00,07:00:00,2917.52,2023-01-01,7
2023-01-01 08:00:00,08:00:00,3656.29,2023-01-01,7
2023-01-01 09:00:00,09:00:00,4095.64,2023-01-01,7
2023-01-01 10:00:00,10:00:00,4525.75,2023-01-01,7
2023-01-01 11:00:00,11:00:00,4589.39,2023-01-01,7
2023-01-01 12:00:00,12:00:00,4311.99,2023-01-01,7
2023-01-01 13:00:00,13:00:00,3902.78,2023-01-01,7
2023-01-01 14:00:00,14:00:00,3459.54,2023-01-01,7
2023-01-01 15:00:00,15:00:00,3249.04,2023-01-01,7
2023-01-01 16:00:00,16:00:00,3009.67,2023-01-01,7
2023-01-01 17:00:00,17:00:00,3074.08,2023-01-01,7
2023-01-01 18:00:00,18:00:00,3335.65,2023-01-01,7
2023-01-01 19:00:00,19:00:00,3331.68,2023-01-01,7
2023-01-01 20:00:00,20:00:00,3210.69,2023-01-01,7
2023-01-01 21:00:00,21:00:00,3098.42,2023-01-01,7
2023-01-01 22:00:00,22:00:00,2936.74,2023-01-01,7
2023-01-01 23:00:00,23:00:00,2576.93,2023-01-01,7
2023-01-02 00:00:00,00:00:00,2207.84,2023-01-02,1
2023-01-02 01:00:00,01:00:00,1911.13,2023-01-02,1
2023-01-02 02:00:00,02:00:00,1777.04,2023-01-02,1
2023-01-02 03:00:00,03:00:00,1711.53,2023-01-02,1
2023-01-02 04:00:00,04:00:00,1740.17,2023-01-02,1
2023-01-02 05:00:00,05:00:00,1879.82,2023-01-02,1
2023-01-02 06:00:00,06:00:00,2366.22,2023-01-02,1
2023-01-02 07:00:00,07:00:00,3108.84,2023-01-02,1
2023-01-02 08:00:00,08:00:00,3913.09,2023-01-02,1
2023-01-02 09:00:00,09:00:00,4181.69,2023-01-02,1
2023-01-02 10:00:00,10:00:00,4581.77,2023-01-02,1
2023-01-02 11:00:00,11:00:00,4571.33,2023-01-02,1
2023-01-02 12:00:00,12:00:00,4354.42,2023-01-02,1
2023-01-02 13:00:00,13:00:00,4045.09,2023-01-02,1
2023-01-02 14:00:00,14:00:00,3810.31,2023-01-02,1
2023-01-02 15:00:00,15:00:00,3731.36,2023-01-02,1
2023-01-02 16:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 17:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 18:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 19:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 20:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 21:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 22:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-02 23:00:00,15:45:00,3597.6,2023-01-02,1
2023-01-03 00:00:00,00:00:00,2331.98,2023-01-03,2
2023-01-03 01:00:00,01:00:00,2057.55,2023-01-03,2
2023-01-03 02:00:00,02:00:00,1902.96,2023-01-03,2
2023-01-03 03:00:00,03:00:00,1828.35,2023-01-03,2
2023-01-03 04:00:00,04:00:00,1839.62,2023-01-03,2
2023-01-03 05:00:00,05:00:00,2011.13,2023-01-03,2
2023-01-03 06:00:00,06:00:00,2512.68,2023-01-03,2
2023-01-03 07:00:00,07:00:00,3245.05,2023-01-03,2
2023-01-03 08:00:00,08:00:00,4020.22,2023-01-03,2
2023-01-03 09:00:00,09:00:00,4307.36,2023-01-03,2
2023-01-03 10:00:00,10:00:00,4654.08,2023-01-03,2
2023-01-03 11:00:00,11:00:00,4826.4,2023-01-03,2
2023-01-03 12:00:00,12:00:00,4573.38,2023-01-03,2
2023-01-03 13:00:00,13:00:00,4221.54,2023-01-03,2
2023-01-03 14:00:00,14:00:00,3693.84,2023-01-03,2
2023-01-03 15:00:00,15:00:00,3852.94,2023-01-03,2
2023-01-03 16:00:00,16:00:00,3704.22,2023-01-03,2
2023-01-03 17:00:00,17:00:00,3765.18,2023-01-03,2
2023-01-03 18:00:00,18:00:00,4042.08,2023-01-03,2
2023-01-03 19:00:00,19:00:00,4057.34,2023-01-03,2
2023-01-03 20:00:00,20:00:00,3898.03,2023-01-03,2
2023-01-03 21:00:00,21:00:00,3610.83,2023-01-03,2
2023-01-03 22:00:00,22:00:00,3383.09,2023-01-03,2
2023-01-03 23:00:00,23:00:00,2925.82,2023-01-03,2
2023-01-04 00:00:00,00:00:00,2439.32,2023-01-04,3
2023-01-04 01:00:00,01:00:00,2120.17,2023-01-04,3
2023-01-04 02:00:00,02:00:00,1953.12,2023-01-04,3
2023-01-04 03:00:00,03:00:00,1881.76,2023-01-04,3
2023-01-04 04:00:00,04:00:00,1891.74,2023-01-04,3
2023-01-04 05:00:00,05:00:00,2060.68,2023-01-04,3
2023-01-04 06:00:00,06:00:00,2599.34,2023-01-04,3
2023-01-04 07:00:00,07:00:00,3436.42,2023-01-04,3
2023-01-04 08:00:00,08:00:00,4279.06,2023-01-04,3
2023-01-04 09:00:00,09:00:00,4605.38,2023-01-04,3
2023-01-04 10:00:00,10:00:00,4905.08,2023-01-04,3
2023-01-04 11:00:00,11:00:00,5041.13,2023-01-04,3
2023-01-04 12:00:00,12:00:00,4830.39,2023-01-04,3
2023-01-04 13:00:00,13:00:00,4472.49,2023-01-04,3
2023-01-04 14:00:00,14:00:00,4216.24,2023-01-04,3
2023-01-04 15:00:00,15:00:00,4052.92,2023-01-04,3
2023-01-04 16:00:00,16:00:00,3938.2,2023-01-04,3
2023-01-04 17:00:00,17:00:00,3983.95,2023-01-04,3
2023-01-04 18:00:00,18:00:00,4231.77,2023-01-04,3
2023-01-04 19:00:00,19:00:00,4200.24,2023-01-04,3
2023-01-04 20:00:00,20:00:00,4009.82,2023-01-04,3
2023-01-04 21:00:00,20:50:00,3835.11,2023-01-04,3
2023-01-04 22:00:00,20:50:00,3835.11,2023-01-04,3
2023-01-04 23:00:00,20:50:00,3835.11,2023-01-04,3
2023-01-05 00:00:00,00:00:00,2554.86,2023-01-05,4
2023-01-05 01:00:00,01:00:00,2203.66,2023-01-05,4
2023-01-05 02:00:00,02:00:00,2021.18,2023-01-05,4
2023-01-05 03:00:00,03:00:00,1937.98,2023-01-05,4
2023-01-05 04:00:00,04:00:00,1952.88,2023-01-05,4
2023-01-05 05:00:00,05:00:00,2113.42,2023-01-05,4
2023-01-05 06:00:00,06:00:00,2598.19,2023-01-05,4
2023-01-05 07:00:00,07:00:00,3451.24,2023-01-05,4
2023-01-05 08:00:00,08:00:00,4229.59,2023-01-05,4
2023-01-05 09:00:00,09:00:00,4613.93,2023-01-05,4
2023-01-05 10:00:00,10:00:00,4953.65,2023-01-05,4
2023-01-05 11:00:00,11:00:00,5229.23,2023-01-05,4
2023-01-05 12:00:00,12:00:00,4945.31,2023-01-05,4
2023-01-05 13:00:00,13:00:00,4481.29,2023-01-05,4
2023-01-05 14:00:00,14:00:00,4149.45,2023-01-05,4
2023-01-05 15:00:00,15:00:00,4000.09,2023-01-05,4
2023-01-05 16:00:00,16:00:00,3911.56,2023-01-05,4
2023-01-05 17:00:00,17:00:00,4018.06,2023-01-05,4
2023-01-05 18:00:00,18:00:00,4316.99,2023-01-05,4
2023-01-05 19:00:00,19:00:00,4274.46,2023-01-05,4
2023-01-05 20:00:00,20:00:00,4145.29,2023-01-05,4
2023-01-05 21:00:00,21:00:00,3838.95,2023-01-05,4
2023-01-05 22:00:00,22:00:00,3584.39,2023-01-05,4
2023-01-05 23:00:00,23:00:00,3066.51,2023-01-05,4
2023-01-06 00:00:00,00:00:00,2466.2,2023-01-06,5
2023-01-06 01:00:00,01:00:00,2072.52,2023-01-06,5
2023-01-06 02:00:00,02:00:00,1887.27,2023-01-06,5
2023-01-06 03:00:00,03:00:00,1796.93,2023-01-06,5
2023-01-06 04:00:00,04:00:00,1794.49,2023-01-06,5
2023-01-06 05:00:00,05:00:00,1967.95,2023-01-06,5
2023-01-06 06:00:00,06:00:00,2504.58,2023-01-06,5
2023-01-06 07:00:00,07:00:00,3501.02,2023-01-06,5
2023-01-06 08:00:00,08:00:00,4269.49,2023-01-06,5
2023-01-06 09:00:00,09:00:00,4772.34,2023-01-06,5
2023-01-06 10:00:00,10:00:00,5242.84,2023-01-06,5
2023-01-06 11:00:00,11:00:00,5404.12,2023-01-06,5
2023-01-06 12:00:00,12:00:00,5233.01,2023-01-06,5
2023-01-06 13:00:00,13:00:00,4852.92,2023-01-06,5
2023-01-06 14:00:00,14:00:00,4416.35,2023-01-06,5
2023-01-06 15:00:00,15:00:00,4144.67,2023-01-06,5
2023-01-06 16:00:00,16:00:00,4072.7,2023-01-06,5
2023-01-06 17:00:00,17:00:00,4087.96,2023-01-06,5
2023-01-06 18:00:00,18:00:00,4332.53,2023-01-06,5
2023-01-06 19:00:00,19:00:00,4356.11,2023-01-06,5
2023-01-06 20:00:00,20:00:00,4131.2,2023-01-06,5
2023-01-06 21:00:00,21:00:00,3904.93,2023-01-06,5
2023-01-06 22:00:00,22:00:00,3723.57,2023-01-06,5
2023-01-06 23:00:00,23:00:00,3105.6,2023-01-06,5
2023-01-07 00:00:00,00:00:00,2528.33,2023-01-07,6
2023-01-07 01:00:00,01:00:00,2123.15,2023-01-07,6
2023-01-07 02:00:00,02:00:00,1940.77,2023-01-07,6
2023-01-07 03:00:00,03:00:00,1826.66,2023-01-07,6
2023-01-07 04:00:00,04:00:00,1837.32,2023-01-07,6
2023-01-07 05:00:00,05:00:00,2000.42,2023-01-07,6
2023-01-07 06:00:00,06:00:00,2451.23,2023-01-07,6
2023-01-07 07:00:00,07:00:00,3296.83,2023-01-07,6
2023-01-07 08:00:00,08:00:00,4202.58,2023-01-07,6
2023-01-07 09:00:00,09:00:00,4613.39,2023-01-07,6
2023-01-07 10:00:00,10:00:00,5087.98,2023-01-07,6
2023-01-07 11:00:00,11:00:00,5006.99,2023-01-07,6
2023-01-07 12:00:00,12:00:00,4823.64,2023-01-07,6
2023-01-07 13:00:00,13:00:00,4444.16,2023-01-07,6
2023-01-07 14:00:00,14:00:00,3990.85,2023-01-07,6
2023-01-07 15:00:00,15:00:00,3812.56,2023-01-07,6
2023-01-07 16:00:00,16:00:00,3663.02,2023-01-07,6
2023-01-07 17:00:00,17:00:00,3806.89,2023-01-07,6
2023-01-07 18:00:00,18:00:00,4184.99,2023-01-07,6
2023-01-07 19:00:00,19:00:00,4168.45,2023-01-07,6
2023-01-07 20:00:00,20:00:00,4019.46,2023-01-07,6
2023-01-07 21:00:00,21:00:00,3846.21,2023-01-07,6
2023-01-07 22:00:00,22:00:00,3617.95,2023-01-07,6
2023-01-07 23:00:00,23:00:00,3107.76,2023-01-07,6
2023-01-08 00:00:00,00:00:00,2503.27,2023-01-08,7
2023-01-08 01:00:00,01:00:00,2083.62,2023-01-08,7
2023-01-08 02:00:00,02:00:00,1878.13,2023-01-08,7
2023-01-08 03:00:00,03:00:00,1769.43,2023-01-08,7
2023-01-08 04:00:00,04:00:00,1758.51,2023-01-08,7
2023-01-08 05:00:00,05:00:00,1915.75,2023-01-08,7
2023-01-08 06:00:00,06:00:00,2273.42,2023-01-08,7
2023-01-08 07:00:00,07:00:00,2923.25,2023-01-08,7
2023-01-08 08:00:00,08:00:00,3703.76,2023-01-08,7
2023-01-08 09:00:00,09:00:00,4298.21,2023-01-08,7
2023-01-08 10:00:00,10:00:00,4902.58,2023-01-08,7
2023-01-08 11:00:00,11:00:00,5136.66,2023-01-08,7
2023-01-08 12:00:00,12:00:00,5034.56,2023-01-08,7
2023-01-08 13:00:00,13:00:00,4643.38,2023-01-08,7
2023-01-08 14:00:00,14:00:00,4080.79,2023-01-08,7
2023-01-08 15:00:00,15:00:00,3804.32,2023-01-08,7
2023-01-08 16:00:00,16:00:00,3597.01,2023-01-08,7
2023-01-08 17:00:00,17:00:00,3649.65,2023-01-08,7
2023-01-08 18:00:00,18:00:00,3956.67,2023-01-08,7
2023-01-08 19:00:00,19:00:00,4010.6,2023-01-08,7
2023-01-08 20:00:00,20:00:00,3929.79,2023-01-08,7
2023-01-08 21:00:00,21:00:00,3759.86,2023-01-08,7
2023-01-08 22:00:00,22:00:00,3567.25,2023-01-08,7
2023-01-08 23:00:00,23:00:00,3035.0,2023-01-08,7
2023-01-09 00:00:00,00:00:00,2440.68,2023-01-09,1
2023-01-09 01:00:00,01:00:00,2048.55,2023-01-09,1
2023-01-09 02:00:00,02:00:00,1846.66,2023-01-09,1
2023-01-09 03:00:00,03:00:00,1739.91,2023-01-09,1
2023-01-09 04:00:00,04:00:00,1750.66,2023-01-09,1
2023-01-09 05:00:00,05:00:00,1924.92,2023-01-09,1
2023-01-09 06:00:00,06:00:00,2474.06,2023-01-09,1
2023-01-09 07:00:00,07:00:00,3427.59,2023-01-09,1
2023-01-09 08:00:00,08:00:00,4368.09,2023-01-09,1
2023-01-09 09:00:00,09:00:00,4795.26,2023-01-09,1
2023-01-09 10:00:00,10:00:00,5362.52,2023-01-09,1
2023-01-09 11:00:00,11:00:00,5465.17,2023-01-09,1
2023-01-09 12:00:00,12:00:00,5187.53,2023-01-09,1
2023-01-09 13:00:00,13:00:00,4768.68,2023-01-09,1
2023-01-09 14:00:00,14:00:00,4440.37,2023-01-09,1
2023-01-09 15:00:00,15:00:00,4178.87,2023-01-09,1
2023-01-09 16:00:00,16:00:00,4127.34,2023-01-09,1
2023-01-09 17:00:00,17:00:00,4151.85,2023-01-09,1
2023-01-09 18:00:00,18:00:00,4427.48,2023-01-09,1
2023-01-09 19:00:00,19:00:00,4355.07,2023-01-09,1
2023-01-09 20:00:00,20:00:00,4200.37,2023-01-09,1
2023-01-09 21:00:00,21:00:00,3947.49,2023-01-09,1
2023-01-09 22:00:00,22:00:00,3768.48,2023-01-09,1
2023-01-09 23:00:00,23:00:00,3143.56,2023-01-09,1
2023-01-10 00:00:00,00:00:00,2552.82,2023-01-10,2
2023-01-10 01:00:00,01:00:00,2123.29,2023-01-10,2
2023-01-10 02:00:00,02:00:00,1923.78,2023-01-10,2
2023-01-10 03:00:00,03:00:00,1827.71,2023-01-10,2
2023-01-10 04:00:00,04:00:00,1823.44,2023-01-10,2
2023-01-10 05:00:00,05:00:00,1990.51,2023-01-10,2
2023-01-10 06:00:00,06:00:00,2528.59,2023-01-10,2
2023-01-10 07:00:00,07:00:00,3476.0,2023-01-10,2
2023-01-10 08:00:00,08:00:00,4518.32,2023-01-10,2
2023-01-10 09:00:00,09:00:00,4940.18,2023-01-10,2
2023-01-10 10:00:00,10:00:00,5388.76,2023-01-10,2
2023-01-10 11:00:00,11:00:00,5355.43,2023-01-10,2
2023-01-10 12:00:00,12:00:00,5186.46,2023-01-10,2
2023-01-10 13:00:00,13:00:00,4693.69,2023-01-10,2
2023-01-10 14:00:00,14:00:00,4226.94,2023-01-10,2
2023-01-10 15:00:00,15:00:00,4079.66,2023-01-10,2
2023-01-10 16:00:00,16:00:00,3934.26,2023-01-10,2
2023-01-10 17:00:00,17:00:00,3996.64,2023-01-10,2
2023-01-10 18:00:00,18:00:00,4309.92,2023-01-10,2
2023-01-10 19:00:00,19:00:00,4248.02,2023-01-10,2
2023-01-10 20:00:00,20:00:00,4177.29,2023-01-10,2
2023-01-10 21:00:00,21:00:00,3909.59,2023-01-10,2
2023-01-10 22:00:00,22:00:00,3694.75,2023-01-10,2
2023-01-10 23:00:00,23:00:00,3178.25,2023-01-10,2
2023-01-11 00:00:00,00:00:00,2504.83,2023-01-11,3
2023-01-11 01:00:00,01:00:00,2096.2,2023-01-11,3
2023-01-11 02:00:00,02:00:00,1896.53,2023-01-11,3
2023-01-11 03:00:00,03:00:00,1809.26,2023-01-11,3
2023-01-11 04:00:00,04:00:00,1800.81,2023-01-11,3
2023-01-11 05:00:00,05:00:00,1987.35,2023-01-11,3
2023-01-11 06:00:00,06:00:00,2522.44,2023-01-11,3
2023-01-11 07:00:00,07:00:00,3491.63,2023-01-11,3
2023-01-11 08:00:00,08:00:00,4502.38,2023-01-11,3
2023-01-11 09:00:00,09:00:00,4982.75,2023-01-11,3
2023-01-11 10:00:00,10:00:00,5365.05,2023-01-11,3
2023-01-11 11:00:00,11:00:00,5375.7,2023-01-11,3
2023-01-11 12:00:00,12:00:00,5027.88,2023-01-11,3
2023-01-11 13:00:00,13:00:00,4689.33,2023-01-11,3
2023-01-11 14:00:00,14:00:00,4301.2,2023-01-11,3
2023-01-11 15:00:00,15:00:00,4092.1,2023-01-11,3
2023-01-11 16:00:00,16:00:00,4038.36,2023-01-11,3
2023-01-11 17:00:00,17:00:00,4116.43,2023-01-11,3
2023-01-11 18:00:00,18:00:00,4331.57,2023-01-11,3
2023-01-11 19:00:00,19:00:00,4370.43,2023-01-11,3
2023-01-11 20:00:00,20:00:00,4250.42,2023-01-11,3
2023-01-11 21:00:00,21:00:00,4025.04,2023-01-11,3
2023-01-11 22:00:00,22:00:00,3818.23,2023-01-11,3
2023-01-11 23:00:00,23:00:00,3279.66,2023-01-11,3
2023-01-12 00:00:00,00:00:00,2680.46,2023-01-12,4
2023-01-12 01:00:00,01:00:00,2275.75,2023-01-12,4
2023-01-12 02:00:00,02:00:00,2079.7,2023-01-12,4
2023-01-12 03:00:00,03:00:00,1975.08,2023-01-12,4
2023-01-12 04:00:00,04:00:00,1986.94,2023-01-12,4
2023-01-12 05:00:00,05:00:00,2139.0,2023-01-12,4
2023-01-12 06:00:00,06:00:00,2616.72,2023-01-12,4
2023-01-12 07:00:00,07:00:00,3538.42,2023-01-12,4
2023-01-12 08:00:00,08:00:00,4414.27,2023-01-12,4
2023-01-12 09:00:00,09:00:00,4758.43,2023-01-12,4
2023-01-12 10:00:00,10:00:00,5085.46,2023-01-12,4
2023-01-12 11:00:00,11:00:00,4985.18,2023-01-12,4
2023-01-12 12:00:00,12:00:00,4685.54,2023-01-12,4
2023-01-12 13:00:00,13:00:00,4184.32,2023-01-12,4
2023-01-12 14:00:00,14:00:00,3865.58,2023-01-12,4
2023-01-12 15:00:00,15:00:00,3811.22,2023-01-12,4
2023-01-12 16:00:00,16:00:00,3735.1,2023-01-12,4
2023-01-12 17:00:00,17:00:00,3817.17,2023-01-12,4
2023-01-12 18:00:00,18:00:00,4092.58,2023-01-12,4
2023-01-12 19:00:00,19:00:00,4141.51,2023-01-12,4
2023-01-12 20:00:00,20:00:00,3875.3,2023-01-12,4
2023-01-12 21:00:00,21:00:00,3583.43,2023-01-12,4
2023-01-12 22:00:00,22:00:00,3390.31,2023-01-12,4
2023-01-12 23:00:00,23:00:00,2916.77,2023-01-12,4
2023-01-13 00:00:00,00:00:00,2376.83,2023-01-13,5
2023-01-13 01:00:00,01:00:00,1983.67,2023-01-13,5
2023-01-13 02:00:00,02:00:00,1795.01,2023-01-13,5
2023-01-13 03:00:00,03:00:00,1711.51,2023-01-13,5
2023-01-13 04:00:00,04:00:00,1711.54,2023-01-13,5
2023-01-13 05:00:00,05:00:00,1889.41,2023-01-13,5
2023-01-13 06:00:00,06:00:00,2384.7,2023-01-13,5
2023-01-13 07:00:00,07:00:00,3336.0,2023-01-13,5
2023-01-13 08:00:00,08:00:00,4279.8,2023-01-13,5
2023-01-13 09:00:00,09:00:00,4609.86,2023-01-13,5
2023-01-13 10:00:00,10:00:00,5051.26,2023-01-13,5
2023-01-13 11:00:00,11:00:00,5032.33,2023-01-13,5
2023-01-13 12:00:00,12:00:00,4988.46,2023-01-13,5
2023-01-13 13:00:00,13:00:00,4562.24,2023-01-13,5
2023-01-13 14:00:00,14:00:00,4112.73,2023-01-13,5
2023-01-13 15:00:00,15:00:00,3972.29,2023-01-13,5
2023-01-13 16:00:00,16:00:00,3769.42,2023-01-13,5
2023-01-13 17:00:00,17:00:00,3840.22,2023-01-13,5
2023-01-13 18:00:00,18:00:00,4043.65,2023-01-13,5
2023-01-13 19:00:00,19:00:00,4010.15,2023-01-13,5
2023-01-13 20:00:00,20:00:00,3783.9,2023-01-13,5
2023-01-13 21:00:00,21:00:00,3510.36,2023-01-13,5
2023-01-13 22:00:00,22:00:00,3341.95,2023-01-13,5
2023-01-13 23:00:00,23:00:00,2928.82,2023-01-13,5
2023-01-14 00:00:00,00:00:00,2472.98,2023-01-14,6
2023-01-14 01:00:00,01:00:00,2138.83,2023-01-14,6
2023-01-14 02:00:00,02:00:00,1959.1,2023-01-14,6
2023-01-14 03:00:00,03:00:00,1858.93,2023-01-14,6
2023-01-14 04:00:00,04:00:00,1866.6,2023-01-14,6
2023-01-14 05:00:00,05:00:00,2038.83,2023-01-14,6
2023-01-14 06:00:00,06:00:00,2519.64,2023-01-14,6
2023-01-14 07:00:00,07:00:00,3296.92,2023-01-14,6
2023-01-14 08:00:00,08:00:00,4053.73,2023-01-14,6
2023-01-14 09:00:00,09:00:00,4389.12,2023-01-14,6
2023-01-14 10:00:00,10:00:00,4733.28,2023-01-14,6
2023-01-14 11:00:00,11:00:00,4654.58,2023-01-14,6
2023-01-14 12:00:00,12:00:00,4433.82,2023-01-14,6
2023-01-14 13:00:00,13:00:00,3947.7,2023-01-14,6
2023-01-14 14:00:00,14:00:00,3549.37,2023-01-14,6
2023-01-14 15:00:00,15:00:00,3360.81,2023-01-14,6
2023-01-14 16:00:00,16:00:00,3290.8,2023-01-14,6
2023-01-14 17:00:00,17:00:00,3381.02,2023-01-14,6
2023-01-14 18:00:00,18:00:00,3701.91,2023-01-14,6
2023-01-14 19:00:00,19:00:00,3703.22,2023-01-14,6
2023-01-14 20:00:00,20:00:00,3623.94,2023-01-14,6
2023-01-14 21:00:00,21:00:00,3421.92,2023-01-14,6
2023-01-14 22:00:00,22:00:00,3249.5,2023-01-14,6
2023-01-14 23:00:00,23:00:00,2847.95,2023-01-14,6
2023-01-15 00:00:00,00:00:00,2345.77,2023-01-15,7
2023-01-15 01:00:00,01:00:00,2012.79,2023-01-15,7
2023-01-15 02:00:00,02:00:00,1843.66,2023-01-15,7
2023-01-15 03:00:00,03:00:00,1753.56,2023-01-15,7
2023-01-15 04:00:00,04:00:00,1738.81,2023-01-15,7
2023-01-15 05:00:00,05:00:00,1886.8,2023-01-15,7
2023-01-15 06:00:00,06:00:00,2260.52,2023-01-15,7
2023-01-15 07:00:00,07:00:00,2911.05,2023-01-15,7
2023-01-15 08:00:00,08:00:00,3772.84,2023-01-15,7
2023-01-15 09:00:00,09:00:00,4303.54,2023-01-15,7
2023-01-15 10:00:00,10:00:00,4739.67,2023-01-15,7
2023-01-15 11:00:00,11:00:00,4781.16,2023-01-15,7
2023-01-15 12:00:00,12:00:00,4504.42,2023-01-15,7
2023-01-15 13:00:00,13:00:00,4050.79,2023-01-15,7
2023-01-15 14:00:00,14:00:00,3635.04,2023-01-15,7
2023-01-15 15:00:00,15:00:00,3409.49,2023-01-15,7
2023-01-15 16:00:00,16:00:00,3343.99,2023-01-15,7
2023-01-15 17:00:00,17:00:00,3430.93,2023-01-15,7
2023-01-15 18:00:00,18:00:00,3764.78,2023-01-15,7
2023-01-15 19:00:00,19:00:00,3814.79,2023-01-15,7
2023-01-15 20:00:00,20:00:00,3714.09,2023-01-15,7
2023-01-15 21:00:00,21:00:00,3600.56,2023-01-15,7
2023-01-15 22:00:00,22:00:00,3388.81,2023-01-15,7
2023-01-15 23:00:00,23:00:00,2915.67,2023-01-15,7
2023-01-16 00:00:00,00:00:00,2425.33,2023-01-16,1
2023-01-16 01:00:00,01:00:00,2074.57,2023-01-16,1
2023-01-16 02:00:00,02:00:00,1871.68,2023-01-16,1
2023-01-16 03:00:00,03:00:00,1796.67,2023-01-16,1
2023-01-16 04:00:00,04:00:00,1792.93,2023-01-16,1
2023-01-16 05:00:00,05:00:00,2009.92,2023-01-16,1
2023-01-16 06:00:00,06:00:00,2730.66,2023-01-16,1
2023-01-16 07:00:00,07:00:00,3776.36,2023-01-16,1
2023-01-16 08:00:00,08:00:00,4352.01,2023-01-16,1
2023-01-16 09:00:00,09:00:00,4556.18,2023-01-16,1
2023-01-16 10:00:00,10:00:00,4877.68,2023-01-16,1
2023-01-16 11:00:00,11:00:00,4865.44,2023-01-16,1
2023-01-16 12:00:00,12:00:00,4597.15,2023-01-16,1
2023-01-16 13:00:00,13:00:00,4151.47,2023-01-16,1
2023-01-16 14:00:00,14:00:00,3861.99,2023-01-16,1
2023-01-16 15:00:00,15:00:00,3797.35,2023-01-16,1
2023-01-16 16:00:00,16:00:00,3726.25,2023-01-16,1
2023-01-16 17:00:00,17:00:00,3827.85,2023-01-16,1
2023-01-16 18:00:00,18:00:00,4099.45,2023-01-16,1
2023-01-16 19:00:00,19:00:00,4192.17,2023-01-16,1
2023-01-16 20:00:00,20:00:00,3982.11,2023-01-16,1
2023-01-16 21:00:00,21:00:00,3766.85,2023-01-16,1
2023-01-16 22:00:00,22:00:00,3593.51,2023-01-16,1
2023-01-16 23:00:00,23:00:00,3023.49,2023-01-16,1
2023-01-17 00:00:00,00:00:00,2431.31,2023-01-17,2
2023-01-17 01:00:00,01:00:00,2043.07,2023-01-17,2
2023-01-17 02:00:00,02:00:00,1853.76,2023-01-17,2
2023-01-17 03:00:00,03:00:00,1754.37,2023-01-17,2
2023-01-17 04:00:00,04:00:00,1776.04,2023-01-17,2
2023-01-17 05:00:00,05:00:00,2014.72,2023-01-17,2
2023-01-17 06:00:00,06:00:00,2805.81,2023-01-17,2
2023-01-17 07:00:00,07:00:00,3941.71,2023-01-17,2
2023-01-17 08:00:00,08:00:00,4514.22,2023-01-17,2
2023-01-17 09:00:00,09:00:00,4768.2,2023-01-17,2
2023-01-17 10:00:00,10:00:00,4993.63,2023-01-17,2
2023-01-17 11:00:00,11:00:00,4848.54,2023-01-17,2
2023-01-17 12:00:00,12:00:00,4568.67,2023-01-17,2
2023-01-17 13:00:00,13:00:00,4133.57,2023-01-17,2
2023-01-17 14:00:00,14:00:00,3836.67,2023-01-17,2
2023-01-17 15:00:00,15:00:00,3816.53,2023-01-17,2
2023-01-17 16:00:00,16:00:00,3674.82,2023-01-17,2
2023-01-17 17:00:00,17:00:00,3829.58,2023-01-17,2
2023-01-17 18:00:00,18:00:00,4159.72,2023-01-17,2
2023-01-17 19:00:00,19:00:00,4259.44,2023-01-17,2
2023-01-17 20:00:00,20:00:00,4093.53,2023-01-17,2
2023-01-17 21:00:00,21:00:00,3816.33,2023-01-17,2
2023-01-17 22:00:00,22:00:00,3603.08,2023-01-17,2
2023-01-17 23:00:00,23:00:00,3015.6,2023-01-17,2
2023-01-18 00:00:00,00:00:00,2428.51,2023-01-18,3
2023-01-18 01:00:00,01:00:00,2036.5,2023-01-18,3
2023-01-18 02:00:00,02:00:00,1857.71,2023-01-18,3
2023-01-18 03:00:00,03:00:00,1769.45,2023-01-18,3
2023-01-18 04:00:00,04:00:00,1783.52,2023-01-18,3
2023-01-18 05:00:00,05:00:00,2009.91,2023-01-18,3
2023-01-18 06:00:00,06:00:00,2851.29,2023-01-18,3
2023-01-18 07:00:00,07:00:00,4068.33,2023-01-18,3
2023-01-18 08:00:00,08:00:00,4566.41,2023-01-18,3
2023-01-18 09:00:00,09:00:00,4707.22,2023-01-18,3
2023-01-18 10:00:00,10:00:00,5072.23,2023-01-18,3
2023-01-18 11:00:00,11:00:00,4921.81,2023-01-18,3
2023-01-18 12:00:00,12:00:00,4625.97,2023-01-18,3
2023-01-18 13:00:00,13:00:00,4244.59,2023-01-18,3
2023-01-18 14:00:00,14:00:00,3875.61,2023-01-18,3
